Keyword,Keyword_Length_Score,Search_Volume_Scaled,Ranking Difficulty Score,Ranking Difficulty Scaled,Total Monthly Clicks Scaled,Broad CPC Score,Is Question Score,NSFW Score,Is_Good_Keyword,Label_Notes
sales funnel math,1,0.6065541214606821,100.0,1.0,0.6360696384577723,1,0,1,,
sales funnel wikipedia,1,0.5883663587591673,100.0,1.0,0.6169968414284669,1,0,1,,
manychats sales funnel setup,2,0.5556085808270379,100.0,1.0,0.5375168442542968,1,0,1,,
best app shopify funnel sales,3,0.6370128022874986,100.0,1.0,0.6169968414284669,1,0,1,,
sales funnel awareness consideration,2,0.5556085808270379,100.0,1.0,0.4873954768329804,1,0,1,,
landing page and sales funnel,3,0.5254234924358973,100.0,1.0,0.5509911136472015,1,0,1,,
russell brunson sales funnel,2,0.6370128022874986,87.0,0.87,0.5826450379722601,1,0,1,,
sales funnel outdated,1,0.5556085808270379,100.0,1.0,0.4873954768329804,1,0,1,,
whitepaper valuable content marketing types for moving prospects through sales funnel b2b july 2017,3,0.5254234924358973,100.0,1.0,0.5509911136472015,1,0,1,,
hypertext software instant sales funnel,3,0.5254234924358973,100.0,1.0,0.5509911136472015,1,0,1,,
optimus fuel funnel sale,2,0.5556085808270379,100.0,1.0,0.5826450379722601,1,0,1,,
sales funnel conversion rate average,3,0.5883663587591673,100.0,1.0,0.6169968414284669,1,0,1,,
sales funnel template free,2,0.7877372409766855,100.0,1.0,0.7997755189799128,1,0,1,,
sales vs click funnel,2,0.5556085808270379,100.0,1.0,0.5375168442542968,1,0,1,,
sales funnel developers,1,0.762663563783398,100.0,1.0,0.7877566774864215,1,0,1,,
types of sales funnels,2,0.5883663587591673,85.0,0.85,0.4873954768329804,1,0,1,,
pinterest sales funnel,1,0.5556085808270379,100.0,1.0,0.5826450379722601,0,0,1,,
how to write facebook ad sales funnel,3,0.5254234924358973,100.0,1.0,0.5509911136472015,1,1,1,,
examples of sales funnel propsal,3,0.5883663587591673,100.0,1.0,0.6169968414284669,1,0,1,,
sales funnel on squarespace,2,0.6065541214606821,100.0,1.0,0.6360696384577723,1,0,1,,
sales funnel layout,1,0.5883663587591673,100.0,1.0,0.5826450379722601,1,0,1,,
3. at what phase of the sales funnel is social media most important,3,0.5883663587591673,100.0,1.0,0.5826450379722601,1,0,1,,
how to define your sales funnel,3,0.5556085808270379,100.0,1.0,0.5826450379722601,1,1,1,,
how to build a successful sales funnel,3,0.6500439197737131,73.0,0.73,0.5826450379722601,1,1,1,,
resume  sales funnel  forecast and measure performance from lead generation through to close.,3,0.5254234924358973,100.0,1.0,0.5509911136472015,1,0,1,,
sales funnel template word,2,0.7249573229065104,100.0,1.0,0.7524506509957629,1,0,1,,
we will build a wordpress sales funnel,3,0.5556085808270379,100.0,1.0,0.5375168442542968,1,0,1,,
done for you sales funnel system,3,0.7320010622777752,74.0,0.74,0.7399289671797024,1,0,1,,
sales funnel categories,1,0.5556085808270379,100.0,1.0,0.4873954768329804,1,0,1,,
sales funnel for online jewelry business,3,0.5556085808270379,100.0,1.0,0.5375168442542968,1,0,1,,
